keyword_norm,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1,recent_freq,early_freq,growth,decline,avg_freq,cv
integrated pest management,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,4.0,0.0,4.0,-4.0,0.8461538461538461,2.5324342319160063
integrated plant nutrient management,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
integrated soil fertility management,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
integrated water resources  management,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
integration,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,-1.0,1.0,0.46153846153846156,1.8257418579549765
intensificación sostenible,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
intensification,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,-1.0,0.5384615384615384,1.5649215925812752
interactive voice response,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
intercropping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,-2.0,0.3076923076923077,3.464101614011921
interface,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
internally displaced persons,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.23076923076923078,2.494438256768371
international agreements,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,3.4641016128860884
international cooperation,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.23076923076923078,2.494438256768371
international organizations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
international trade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,-2.0,0.3076923076923077,3.464101614011921
international waters,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
intersectionality,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.15384615384615385,3.464101612886088
intervention,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
interventions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
interviews,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,3.4641016128860884
invasive species,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
inversiones,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.15384615384615385,3.464101612886088
investigación de mercados,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
investigación de mercados-análisis del mercado,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
investigación participativa,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,1.968501967863189
investment,1.0,1.0,3.0,5.0,4.0,9.0,9.0,15.0,0.0,15.0,5.0,10.0,-10.0,5.153846153846154,1.254796988452292
investment analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,-5.0,0.7692307692307693,3.464101614687421
investment funds,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
investment policies,0.0,0.0,0.0,0.0,7.0,3.0,0.0,4.0,0.0,4.0,0.0,4.0,-4.0,1.3846153846153846,1.9735910741165308
investment promotion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,-2.0,0.3076923076923077,3.464101614011921
ipsr,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
iron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,-2.0,0.3076923076923077,3.464101614011921
irrigated area,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
irrigated farming,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,2.0,0.46153846153846156,2.494438257308832
irrigated land,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,3.0,0.46153846153846156,3.4641016143871988
irrigated rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
irrigation,0.0,1.0,0.0,5.0,0.0,3.0,0.0,4.0,1.0,5.0,1.0,4.0,-4.0,1.5384615384615385,1.604680653483817
irrigation development,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.15384615384615385,3.464101612886088
irrigation efficiency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,-3.0,0.46153846153846156,3.4641016143871988
irrigation equipment,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
irrigation management,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
irrigation scheduling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,-3.0,0.46153846153846156,3.4641016143871988
irrigation schemes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,-5.0,0.7692307692307693,3.464101614687421
irrigation systems,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,2.0,2.0,-2.0,1.2307692307692308,1.2405895774791527
irrigation technology,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.23076923076923078,2.4944382567683703
irrigation water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,-2.0,0.3076923076923077,3.464101614011921
island food systems,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
justice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
juvenil,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
juventud rural,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,2.0,0.3076923076923077,3.464101614011921
kampong thom,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.15384615384615385,3.464101612886088
keeping quality,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.23076923076923078,2.494438256768371
kenya,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.38461538461538464,1.2649110637384748
knowledge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
knowledge management,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,-2.0,0.46153846153846156,2.1858128409604074
knowledge sharing,0.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,-1.0,1.0,0.9230769230769231,1.4999999998375002
la gouvernance climatique,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.15384615384615385,3.464101612886088
lablab purpureus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
laboratorio vivo,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
labour,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,-2.0,0.5384615384615384,2.1380899349023212
labour costs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
labour market,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
labour shortage,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
labour-saving technologies,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
lake victoria zone,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.15384615384615385,3.464101612886088
lakes,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.23076923076923078,2.4944382567683703
land,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,-2.0,2.0,0.6923076923076923,1.7356110388396682
land acquisitions,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
land cover change,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.15384615384615385,3.464101612886088
land degradation,0.0,0.0,1.0,1.0,3.0,0.0,2.0,4.0,0.0,4.0,1.0,3.0,-3.0,1.2307692307692308,1.533480518173567
land development (urbanization),0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,3.0,0.46153846153846156,3.248931447565719
land management,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-4.0,4.0,0.6923076923076923,2.854496128179935
land ownership,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
land policies,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.15384615384615385,3.464101612886088
land resource,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.15384615384615385,3.464101612886088
land resources,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.15384615384615385,3.464101612886088
land restoration,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,2.5573423701764293
land rights,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,2.0,0.3076923076923077,3.464101614011921
land tenure,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-5.0,5.0,0.7692307692307693,3.464101614687421
land use,0.0,1.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,-3.0,3.0,0.9230769230769231,1.8745369796639237
land use planning,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
land varieties,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
land-use change,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,1.0,5.0,-5.0,1.0769230769230769,2.6878411029256695
landfills,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.15384615384615385,3.464101612886088
landlessness,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
landscape,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.6153846153846154,1.7499999997156248
landscape conservation,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,3.0,0.7692307692307693,2.2891046281543357
latrines,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
leadership,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,2.4944382567683703
learning,0.0,0.0,1.0,2.0,0.0,2.0,0.0,3.0,0.0,3.0,1.0,2.0,-2.0,0.9230769230769231,1.4999999998374998
least developed countries,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
legal frameworks,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.23076923076923078,2.494438256768371
legumes,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,-1.0,1.0,0.6153846153846154,1.1989578806333492
les femmes,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,2.0,0.3076923076923077,3.464101614011921
levels,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,3.4641016128860884
licences,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.3076923076923077,1.4999999995125
lipids,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
liquid wastes,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
literature reviews,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,3.4641016136366436
livelihood,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.15384615384615385,3.464101612886088
livelihood diversification,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.23076923076923078,2.4944382567683703
livelihood strategies,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
livelihoods,2.0,4.0,10.0,24.0,1.0,5.0,5.0,22.0,1.0,23.0,16.0,7.0,-7.0,8.692307692307692,1.0739002774511779
livestock,11.0,8.0,14.0,60.0,14.0,4.0,16.0,37.0,0.0,37.0,33.0,4.0,-4.0,18.0,0.9861336821727067
livestock farmers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
livestock farming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
livestock feed,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.3076923076923077,2.345207879149522
livestock insurance,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
livestock management,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
livestock manure,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,3.4641016128860884
livestock nutrition,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
living labs,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,3.0,-3.0,0.8461538461538461,2.166613688437216
living standards,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
loans,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,-2.0,2.0,0.38461538461538464,2.7999999992719995
local climate action,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,-3.0,0.46153846153846156,3.4641016143871988
local communities,1.0,0.0,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,4.0,-3.0,3.0,1.2307692307692308,1.4306903926662058
local economy,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
local governance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
local government,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,2.0,0.5384615384615384,2.2587697568436425
local knowledge,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
local leadership,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
local seed systems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
locally-led action,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,-3.0,0.46153846153846156,3.4641016143871988
logistics,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,2.0,0.3076923076923077,3.464101614011921
loss and damage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
low income groups,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.15384615384615385,3.464101612886088
low-emission development,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.23076923076923078,2.494438256768371
machine learning,0.0,0.0,2.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,-2.0,2.0,1.1538461538461537,1.9482185593248158
macroeconomics,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
macronutrients,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
maintenance,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
maize,0.0,1.0,2.0,6.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,1.4615384615384615,1.2185091475787573
maize straw,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
malawi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.3076923076923077,1.4999999995125
mali,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,2.3452078783873294
management of small ruminants,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.15384615384615385,3.464101612886088
management practices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
mandioca,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
mangroves,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
manure management,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
mapping,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.23076923076923078,2.494438256768371
maps,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
marker-assisted selection,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
market access,0.0,0.0,0.0,2.0,1.0,0.0,1.0,4.0,0.0,4.0,0.0,4.0,-4.0,0.9230769230769231,2.3063920835998157
market demand,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,-2.0,0.46153846153846156,2.345207879403586
market intelligence,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
market prices,1.0,1.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,-2.0,2.0,1.1538461538461537,1.7613126416637408
market research,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,-3.0,0.6153846153846154,2.669269562574071
market research-market analysis,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
market segmentation,0.0,1.0,0.0,0.0,1.0,2.0,4.0,5.0,0.0,5.0,1.0,4.0,-4.0,1.4615384615384615,1.667682054386407
market structure,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
market-based approach,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
marketing,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.3076923076923077,1.9685019678631894
marketing techniques,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,-2.0,0.3076923076923077,3.464101614011921
markets,0.0,8.0,5.0,10.0,3.0,9.0,4.0,9.0,1.0,10.0,13.0,-3.0,3.0,5.538461538461538,0.8155510142021192
mass spectrometry,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
mastitis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
mathematical models,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,2.0,0.3076923076923077,3.464101614011921
measurement,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
meat hygiene,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,3.4641016128860884
meat industry,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
mechanization,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.3076923076923077,1.4999999995125
medio de vida sostenible,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
medios de vida,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
mekong delta,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.23076923076923078,2.4944382567683703
mercado,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38461538461538464,3.4641016142370873
metabolomics,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,1.8257418575593989
metal pesado,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,3.4641016128860884
meteorology,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
methane,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.23076923076923078,2.494438256768371
methane emission,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
methane emissions,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.3076923076923077,1.9685019678631894
methodology,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
microcredit,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,3.464101610634423
microenterprises,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,-2.0,0.3076923076923077,3.464101614011921
microfinance,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.23076923076923078,2.4944382567683703
micronutrient deficiencies,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,3.4641016136366436
micronutrients,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.15384615384615385,3.464101612886088
middle africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.15384615384615385,3.464101612886088
migración,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,2.0,0.3076923076923077,3.464101614011921
migration,0.0,3.0,2.0,7.0,3.0,1.0,1.0,2.0,0.0,2.0,5.0,-3.0,3.0,2.0,1.1766968107702693
migration corridors,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.15384615384615385,3.464101612886088
milk,0.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,4.0,-3.0,3.0,1.0,1.9215378454688918
milk production,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,-1.0,1.0,0.46153846153846156,1.6158932854553325
